,Name,PSRJ,RAJ,DECJ,POSEPOCH,F0,F1,F2,PEPOCH,DM,DIST,W50,W10,S400,S1400,SPINDX,PSRTYPE,NGLT
2081,J1907+0918,J1907+0918,19:07:22.4,+09:18:30.7,51319.00,4.422683,-1.844e-12,*,51319.00,357.90,7.68,4.400,*,0.40,0.29,-0.30,*,*
2082,J1907+0919,J1907+0919,19:07:14.3,+09:19:20.1,51052.00,0.192369,-3.405e-12,*,53633.00,*,*,*,*,*,*,*,"AXP,NRAD",*
2083,J1907+1149,J1907+1149,19:07:37.7,+11:49:37.1,53445.00,0.704146,-7.923e-14,*,53445.00,202.80,5.28,15.000,30.000,*,0.16,*,*,*
2084,B1904+12,J1907+1247,19:07:10.7,+12:47:35.9,51600.00,1.209047,-2.848e-15,*,51600.00,257.00,7.18,20.000,33.000,0.80,*,*,*,*
2085,J1907-1532,J1907-1532,19:07:06.7,-15:32:14.9,55424.00,1.581690,-7.715e-15,*,55424.00,72.60,3.09,*,*,*,*,*,*,*
2086,B1905+39,J1907+4002,19:07:34.6,+40:02:05.7,48713.00,0.809220,-3.541e-16,-2.900e-28,48713.00,30.96,1.76,58.500,72.500,23.00,1.80,-2.00,*,*
2087,J1908+0457,J1908+0457,19:08:16.1,+04:57:41,49079.50,1.180926,-1.367e-15,*,49079.50,360.00,9.30,42.000,59.000,*,0.93,*,*,*
2088,J1908+0500,J1908+0500,19:08:05.1,+05:00:54.4,49079.50,3.436181,-3.053e-14,*,49079.50,201.42,4.43,3.900,7.600,6.10,0.79,*,*,*
2089,J1908+0734,J1908+0734,19:08:17.0,+07:34:14.3,49079.50,4.709147,-1.829e-14,*,49079.50,11.10,0.58,2.800,18.000,3.50,0.54,*,*,*
2090,J1908+0839,J1908+0839,19:08:18.5,+08:39:59.2,51550.00,5.393823,-6.943e-14,*,51550.00,512.10,9.42,5.100,*,*,0.49,*,*,*
2091,J1908+0909,J1908+0909,19:08:07.4,+09:09:12.4,51525.00,2.971286,-3.079e-13,1.200e-24,51525.00,467.50,8.81,6.900,*,*,0.22,*,*,*
2092,B1906+09,J1908+0916,19:08:58.7,+09:16:14,42832.50,1.204428,-1.422e-16,*,42832.50,249.80,5.17,26.000,*,5.00,0.23,*,*,*
2093,J1908+2351,J1908+2351,19:08:31.9,+23:51:41.9,51561.00,2.648459,-1.192e-16,*,51561.00,101.50,6.63,6.000,14.000,0.90,*,*,*,*
2094,B1907+00,J1909+0007,19:09:35.2,+00:07:57.7,48740.00,0.983334,-5.336e-15,1.700e-28,48740.00,112.79,3.26,8.000,31.000,12.00,0.87,-1.80,*,3
2095,B1907+02,J1909+0254,19:09:38.3,+02:54:50.6,49695.00,1.010273,-5.639e-15,7.410e-26,49695.00,171.73,4.50,11.000,23.600,21.00,0.63,-2.70,*,*
2096,J1909+0616,J1909+0616,19:09:51.2,+06:16:51.8,51720.00,1.322764,-3.601e-14,*,51720.00,352.00,8.59,32.500,*,*,0.33,*,*,*
2097,J1909+0641,J1909+0641,19:09:29.0,+06:41:25.8,54870.00,1.348141,-5.859e-15,*,54870.00,36.70,1.86,7.900,*,*,0.11,*,RRAT,*
2098,J1909+0749,J1909+0749,19:09:08.2,+07:49:32,54870.00,4.216540,-2.701e-12,*,54870.00,539.36,10.84,5.200,*,*,0.23,*,*,*
2099,J1909+0912,J1909+0912,19:09:19.9,+09:12:53.7,51496.00,4.485325,-7.203e-13,*,51496.00,421.50,8.20,10.000,*,*,0.35,*,*,*
2100,B1907+10,J1909+1102,19:09:48.6,+11:02:03.3,49912.00,3.525579,-3.281e-14,-2.020e-24,54200.00,149.98,4.80,4.800,13.000,50.00,1.90,-2.50,*,2
2101,J1909+1148,J1909+1148,19:09,+11:48,*,2.227420,*,*,*,201.90,5.18,*,*,*,0.06,*,*,*
2102,J1909+1450,J1909+1450,19:09:26.9,+14:50:58,49079.50,1.003907,-2.207e-16,*,49079.50,119.50,4.94,36.000,85.000,1.10,*,*,*,*
2103,J1909+1859,J1909+1859,19:09:18.6,+18:59:10.7,49079.50,1.843484,-3.296e-16,*,49079.50,64.48,3.40,11.000,28.000,5.40,*,*,*,*
2104,J1909-3744,J1909-3744,19:09:47.4,-37:44:14.4,54500.00,339.315687,-1.615e-15,*,54500.00,10.39,1.14,0.044,0.090,*,2.10,*,*,*
2105,J1910-0112,J1910-0112,19:10:15.7,-01:12:06,53174.00,0.734968,-9.600e-17,*,53174.00,178.00,6.44,50.000,*,*,0.07,*,*,*
2106,J1910+0225,J1910+0225,19:10:10.3,+02:25:23.6,52586.00,2.959851,-2.298e-15,*,52586.00,209.00,6.33,16.400,29.020,*,0.60,*,*,*
2107,B1907-03,J1910-0309,19:10:29.6,-03:09:54.1,49985.00,1.981750,-8.590e-15,-1.300e-25,49985.00,205.53,10.25,7.600,30.400,27.00,0.55,-2.60,*,3
2108,B1907+03,J1910+0358,19:10:09.0,+03:58:28.0,50026.00,0.429136,-8.234e-16,1.400e-26,50026.00,82.93,2.95,265.000,*,21.00,1.50,-0.70,*,1
2109,J1910+0534,J1910+0534,19:10:26.5,+05:34:09,51709.00,2.208152,-9.380e-15,*,51709.00,484.00,15.39,25.800,*,*,0.41,*,*,*
2110,J1910+0714,J1910+0714,19:10:18.5,+07:14:11.8,49079.50,0.368674,-8.321e-16,*,49079.50,124.06,3.60,22.000,735.000,5.40,0.36,*,*,*
2111,J1910+0728,J1910+0728,19:10:22.0,+07:28:37.0,52187.00,3.072996,-7.844e-14,*,52187.00,283.70,6.04,15.000,22.000,*,0.87,-0.70,*,*
2112,J1910+1027,J1910+1027,19:10,+10:27,*,1.881574,*,*,*,705.70,19.20,*,*,*,0.06,*,*,*
2113,B1907+12,J1910+1231,19:10:13.5,+12:31:40.2,48741.00,0.693606,-3.959e-15,1.400e-27,48741.00,258.64,6.47,18.000,95.000,5.00,0.28,*,*,*
2114,J1910+1256,J1910+1256,19:10:09.7,+12:56:25.4,54985.00,200.658805,-3.900e-16,*,54000.00,38.07,1.95,*,*,*,0.50,*,*,*
2115,J1910-5959A,J1910-5959A,19:11:42.7,-59:58:26.9,51920.00,306.167446,-2.763e-16,*,51920.00,33.70,4.55,0.400,0.600,*,0.21,*,*,*
2116,J1910-5959B,J1910-5959B,19:10:52.0,-59:59:00.8,52000.00,119.648733,1.132e-14,*,52000.00,33.28,2.15,0.600,1.300,*,0.05,*,*,*
2117,J1910-5959C,J1910-5959C,19:11:05.5,-60:00:59.7,51910.00,189.489871,-7.756e-17,*,51910.00,33.21,2.16,1.300,2.800,*,0.24,*,*,*
2118,J1910-5959D,J1910-5959D,19:10:52.4,-59:59:05.4,51910.00,110.677192,-1.181e-14,*,51910.00,33.28,2.15,0.700,1.100,*,0.05,*,*,*
2119,J1910-5959E,J1910-5959E,19:10:52.1,-59:59:02.0,51910.00,218.733858,2.078e-14,*,51910.00,33.31,2.16,0.600,1.100,*,0.07,*,*,*
2120,J1911+00,J1911+00,19:11:48,+00:37,52318.00,0.144092,*,*,52318.00,100.00,3.14,5.000,*,*,*,*,RRAT,*
2121,B1908+00A,J1911+0101A,19:11:11.0,+01:02:09.7,53000.00,276.355755,5.025e-16,*,53000.00,202.68,9.50,*,*,*,*,*,*,*
2122,J1911+0101B,J1911+0101B,19:11:12.5,+01:01:50.4,53000.00,185.724277,6.899e-17,*,53000.00,196.69,9.50,*,*,*,*,*,*,*
2123,J1911+09,J1911+09,19:11,+09:00,*,3.653502,*,*,*,334.70,6.88,*,*,*,*,*,*,*
2124,J1911+10,J1911+10,19:11,+10:00,*,5.238619,*,*,*,446.20,8.19,*,*,*,*,*,*,*
2125,J1911-1114,J1911-1114,19:11:49.2,-11:14:22.3,50458.00,275.805343,-1.077e-15,*,50458.00,30.98,1.59,0.350,0.900,31.00,0.50,-2.30,*,*
2126,J1911+1347,J1911+1347,19:11:55.2,+13:47:34.4,53094.00,216.171231,-8.000e-16,*,53094.00,30.99,1.60,0.160,*,*,0.08,*,*,*
2127,J1911+1758,J1911+1758,19:11:55.3,+17:58:45.7,49079.50,2.171997,-6.180e-17,*,49079.50,48.97,2.54,9.000,20.000,1.90,*,*,*,*
2128,B1910+10,J1912+1036,19:12:46.3,+10:36:41.6,51600.00,2.442900,-9.406e-14,*,51600.00,147.00,4.23,15.000,31.000,1.60,0.22,*,*,*
2129,B1910+20,J1912+2104,19:12:43.3,+21:04:33.8,48740.00,0.447834,-2.041e-15,-2.670e-27,48740.00,88.34,4.84,9.900,42.000,6.00,0.80,-1.60,*,*
2130,J1912+2525,J1912+2525,19:12:18.6,+25:25:02.1,49079.50,1.607778,-5.816e-16,*,49079.50,37.84,2.02,9.000,16.000,1.60,*,*,*,*
2131,B1911-04,J1913-0440,19:13:54.1,-04:40:47.6,46634.00,1.210748,-5.963e-15,1.610e-26,46634.00,89.39,3.22,7.500,14.900,118.00,4.40,-2.60,*,*
2132,J1913+0446,J1913+0446,19:13:50.8,+04:46:06,51832.34,0.618762,-1.068e-13,*,51832.34,109.10,3.41,16.000,60.000,*,0.48,*,*,1
2133,J1913+0617,J1913+0617,19:13,+06:17,*,198.807157,*,*,*,155.80,3.97,*,*,*,*,*,*,*
2134,J1913+0832,J1913+0832,19:13:00.5,+08:32:05.1,51685.00,7.439978,-2.529e-13,-2.700e-24,51685.00,355.20,7.76,77.000,*,*,0.60,*,*,1
2135,J1913+0904,J1913+0904,19:13:21.0,+09:04:45.4,53249.00,6.125732,-6.611e-13,-2.300e-23,53249.00,95.30,3.49,2.900,*,*,0.22,*,HE,*
2136,B1911+09,J1913+0936,19:13:52.7,+09:36:41.8,51600.00,0.805176,-2.801e-16,*,51600.00,157.00,4.22,18.000,51.000,0.80,0.14,*,*,*
2137,J1913+1000,J1913+1000,19:13:03.5,+10:00:02.4,52187.00,1.194532,-2.388e-14,*,52187.00,422.00,7.89,32.000,52.000,*,0.53,*,*,*
2138,J1913+1011,J1913+1011,19:13:20.3,+10:11:22.9,51697.00,27.848472,-2.612e-12,*,51697.00,178.80,4.48,2.100,5.000,*,0.50,*,*,1
2139,J1913+1103,J1913+1103,19:13,+11:03,*,1.082357,*,*,*,628.90,12.69,*,*,*,0.09,*,*,*
2140,J1913+1145,J1913+1145,19:13:43.8,+11:45:33.1,51290.00,3.267241,-5.355e-14,*,51290.00,637.00,15.06,14.400,*,*,0.43,*,*,*
2141,J1913+1330,J1913+1330,19:13:17.9,+13:30:32.8,53987.00,1.082965,-1.018e-14,*,53987.00,175.64,5.35,2.000,*,*,*,*,RRAT,*
2142,B1911+13,J1913+1400,19:13:24.3,+14:00:52.7,49910.00,1.917646,-2.955e-15,-1.780e-26,49910.00,145.05,5.07,6.200,22.000,5.20,1.20,-1.40,*,*
2143,J1913+3732,J1913+3732,19:13:27.8,+37:32:12.3,56100.00,1.174979,-1.904e-15,*,56100.00,69.00,5.50,*,*,*,0.38,*,*,*
2144,J1914+0219,J1914+0219,19:14:23.7,+02:19:47.8,53040.00,2.185665,-4.864e-15,-1.400e-24,53040.00,233.80,9.77,16.000,*,*,0.75,*,*,*
2145,J1914+0631,J1914+0631,19:14:17.2,+06:31:56.3,52582.00,1.441314,-6.900e-17,*,52582.00,58.00,2.68,12.600,26.670,*,0.26,*,*,*
2146,J1914+0659,J1914+0659,19:14,+06:59,*,54.024851,*,*,*,224.70,5.26,*,*,*,0.33,*,*,*
2147,B1911+11,J1914+1122,19:14:10.1,+11:22:03.7,42826.50,1.663900,-1.815e-15,*,42826.50,100.00,3.80,25.000,*,1.10,0.55,*,*,*
2148,J1915+0227,J1915+0227,19:15:02.1,+02:27:47.7,53036.00,3.151530,-2.969e-15,*,53036.00,192.60,7.01,7.300,*,*,0.55,*,*,*
2149,J1915+0738,J1915+0738,19:15:24.8,+07:38:31.4,49079.50,0.648212,-1.389e-15,*,49079.50,39.00,1.98,11.000,24.000,1.90,0.34,*,*,*
2150,J1915+0752,J1915+0752,19:15:01.9,+07:52:09.2,53048.00,0.485835,-3.281e-17,*,53048.00,105.30,3.56,24.000,60.000,1.70,0.21,*,*,*
2151,J1915+0838,J1915+0838,19:15:13.8,+08:38:59.7,52025.00,2.917350,-1.337e-14,*,52025.00,358.00,8.12,14.000,*,*,0.29,*,*,*
2152,B1913+10,J1915+1009,19:15:29.9,+10:09:43.6,53300.00,2.471898,-9.322e-14,1.320e-26,54348.00,241.69,7.00,6.700,13.000,23.00,1.30,-1.90,*,1
2153,J1915-11,J1915-11,19:15,-11:30,*,0.459348,*,*,*,91.06,4.76,*,*,*,*,*,RRAT,*
2154,J1915+1144,J1915+1144,19:15,+11:44,*,5.758710,*,*,*,338.30,6.90,*,*,*,0.08,*,*,*
2155,J1915+1149,J1915+1149,19:15,+11:49,*,9.996002,*,*,*,702.10,18.89,*,*,*,*,*,*,*
2156,J1915+1410,J1915+1410,19:15:35.4,+14:10:51.5,53399.00,3.361411,-5.530e-16,*,53399.00,273.70,7.76,15.000,*,*,0.13,*,*,*
2157,B1913+16,J1915+1606,19:15:27.9,+16:06:27.3,52984.00,16.940538,-2.476e-15,*,52984.00,168.77,7.13,7.400,10.000,4.00,0.90,-1.40,*,1
2158,B1913+167,J1915+1647,19:15:19.1,+16:47:08.5,48867.00,0.618723,-1.552e-16,-4.700e-29,48867.00,62.57,3.16,35.900,60.600,4.50,*,-1.50,*,*
2159,J1916+0748,J1916+0748,19:16:51.5,+07:48:00,53048.00,1.845863,-3.648e-14,*,53048.00,304.00,8.24,80.000,230.000,1.14,2.80,*,*,*
2160,J1916+0844,J1916+0844,19:16:19.0,+08:44:07.0,52018.00,2.272752,-1.498e-14,*,52018.00,339.40,7.98,8.300,19.000,*,0.44,*,*,*
2161,J1916+0852,J1916+0852,19:16:24.6,+08:52:36,52352.00,0.458139,-2.750e-15,*,52352.00,295.00,6.98,48.000,*,*,0.13,*,*,*
2162,B1914+09,J1916+0951,19:16:32.3,+09:51:25.9,49910.00,3.700217,-3.448e-14,-3.140e-26,49910.00,60.95,2.88,9.600,14.100,20.00,0.91,-2.30,*,*
2163,J1916+1023,J1916+1023,19:16:36.9,+10:23:03,52529.00,0.617918,-2.600e-16,*,52529.00,329.80,6.93,72.000,*,*,0.36,*,*,*
2164,B1913+105,J1916+1030,19:16:11.7,+10:30:53.4,47469.83,1.589902,-8.594e-17,*,47469.83,387.20,7.55,20.000,*,*,0.22,*,*,*
2165,J1916+1225,J1916+1225,19:16:20.0,+12:25:53.9,54570.00,4.397779,-4.536e-13,*,54570.00,265.31,6.19,1.700,*,*,0.09,*,*,*
2166,B1914+13,J1916+1312,19:16:58.6,+13:12:50.0,49568.00,3.548082,-4.594e-14,-1.350e-24,49568.00,237.01,4.50,6.200,11.000,12.00,1.20,-1.40,*,*
2167,J1917+0834,J1917+0834,19:17:48.8,+08:34:54.6,52345.00,0.469557,-3.857e-15,*,52345.00,29.18,1.51,68.000,81.000,0.44,0.31,*,*,*
2168,B1915+13,J1917+1353,19:17:39.7,+13:53:56.9,49763.00,5.137928,-1.900e-13,2.550e-25,49763.00,94.54,5.00,4.000,9.100,43.00,1.90,-1.80,*,*
2169,J1917+1737,J1917+1737,19:17:23.9,+17:37:31.6,55070.00,2.987525,-2.892e-15,*,55070.00,208.00,10.21,5.900,*,*,0.05,*,*,*
2170,B1915+22,J1917+2224,19:17:44.2,+22:22:48.8,49724.00,2.347984,-1.579e-14,-2.000e-26,49724.00,134.93,8.04,*,*,3.00,*,*,*,*
2171,J1918-0642,J1918-0642,19:18:48.0,-06:42:34.8,54901.00,130.789514,-4.395e-16,*,53400.00,26.55,0.91,0.740,4.500,5.90,0.58,-1.67,*,*
2172,J1918-1052,J1918-1052,19:18:48.2,-10:52:46.3,55026.00,1.252046,-1.356e-15,*,55026.00,62.73,2.78,12.000,*,*,*,*,*,*
2173,J1918+1310,J1918+1310,19:18,+13:10,*,1.167215,*,*,*,247.40,6.31,*,*,*,*,*,*,*
2174,B1916+14,J1918+1444,19:18:23.6,+14:45:06.0,49690.00,0.846723,-1.523e-13,-3.020e-25,49690.00,27.20,1.41,28.000,29.700,1.60,1.00,-0.21,HE[zkgl09],*
2175,J1918+1541,J1918+1541,19:18:07.7,+15:41:15.2,49079.50,2.696268,-1.849e-14,*,49079.50,13.00,0.68,6.000,29.000,0.80,*,*,*,*
2176,B1917+00,J1919+0021,19:19:50.6,+00:21:39.8,49427.00,0.786003,-4.738e-15,1.660e-26,49427.00,90.31,3.32,10.100,40.500,16.00,0.80,-2.30,*,1
2177,J1919+0134,J1919+0134,19:19:43.6,+01:34:56.5,51650.00,0.623448,-2.289e-16,*,51650.00,191.90,10.23,55.000,81.000,*,0.77,*,*,*
2178,J1919+1314,J1919+1314,19:19:32.9,+13:14:37.3,54790.00,1.750088,-1.160e-14,*,54790.00,613.40,20.84,11.500,*,*,0.22,*,*,*
2179,J1919+1645,J1919+1645,19:19:09.2,+16:45:22.7,53560.00,1.776862,-6.823e-16,*,53560.00,208.00,9.56,14.500,*,*,0.16,*,*,*
2180,J1919+1745,J1919+1745,19:19:43.3,+17:45:03.7,55320.00,0.480459,-3.936e-16,*,55320.00,142.30,6.86,62.400,*,*,0.19,*,RRAT,*
2181,J1920-09,J1920-09,19:20:49,-09:46:27,*,0.963391,*,*,*,93.00,5.75,*,*,*,*,*,*,*
2182,J1920+1040,J1920+1040,19:20:55.3,+10:40:31,52596.00,0.451304,-1.319e-15,*,52596.00,304.00,7.19,45.000,*,*,0.57,*,*,*
2183,J1920+1110,J1920+1110,19:20:13.3,+11:10:59,51719.00,1.961223,-6.000e-16,*,51719.00,182.00,5.01,10.200,*,*,0.39,*,*,*
2184,B1918+26,J1920+2650,19:20:38.3,+26:50:38.4,49912.00,1.273039,-5.568e-17,2.900e-28,49912.00,27.62,1.46,13.900,28.100,6.00,*,*,*,*
2185,J1921+0812,J1921+0812,19:21:47.7,+08:12:51.8,53277.00,4.747247,-1.209e-13,*,53277.00,84.00,3.47,*,*,*,0.66,*,*,*
2186,B1919+14,J1921+1419,19:21:24.1,+14:19:17.1,48741.00,1.617645,-1.466e-14,3.700e-26,48741.00,91.64,4.08,22.000,40.000,3.20,0.68,-1.00,*,*
2187,J1921+1544,J1921+1544,19:21:46.4,+15:44:17.4,53632.00,6.964968,-4.756e-14,*,53632.00,385.00,15.10,6.300,*,*,0.21,*,*,*
2188,J1921+16,J1921+16,19:21,+16:00,*,1.067885,*,*,*,204.70,8.34,*,*,*,*,*,*,*
2189,B1918+19,J1921+1948,19:21:03.7,+19:48:44.7,48739.00,1.217975,-1.328e-15,1.700e-27,48739.00,153.85,8.15,40.300,76.900,34.00,1.70,-2.40,*,*
2190,B1919+20,J1921+2003,19:21:51.5,+20:03:20.8,51600.00,1.314611,-8.641e-17,*,51600.00,101.00,5.16,11.000,27.000,2.30,*,*,*,*
2191,B1919+21,J1921+2153,19:21:44.8,+21:53:02.2,48999.00,0.747774,-7.539e-16,-1.100e-28,48999.00,12.44,0.30,30.900,40.800,57.00,6.00,-1.90,*,*
2192,J1921+42,J1921+42,19:21:56,+42:25,*,1.680105,*,*,*,53.00,3.47,*,*,8.10,*,*,*,*
2193,J1922+1733,J1922+1733,19:22:53.2,+17:33:23.4,53595.00,4.234222,-2.400e-13,*,53595.00,238.00,10.00,9.400,*,*,1.16,*,*,*
2194,B1920+20,J1922+2018,19:22:08.0,+20:17:57.3,49670.00,0.852687,-4.717e-16,-1.300e-27,49670.00,203.31,10.74,69.100,*,3.80,*,-2.40,*,*
2195,B1920+21,J1922+2110,19:22:53.5,+21:10:41.9,49879.00,0.927709,-7.040e-15,1.300e-26,49879.00,217.09,4.00,14.800,32.700,30.00,1.40,-2.40,*,*
2196,J1922+58,J1922+58,19:22,+58:28,*,1.888136,*,*,*,53.00,5.38,*,*,3.10,*,*,*,*
2197,B1921+17,J1923+1706,19:23:07.8,+17:06:09.4,51600.00,1.827455,-1.436e-16,*,51600.00,142.50,6.38,19.000,28.000,1.50,0.41,*,*,*
2198,J1923+2515,J1923+2515,19:23:22.4,+25:15:40.6,56100.00,263.980714,-6.564e-16,*,55322.00,18.86,0.99,0.540,*,*,*,*,*,*
2199,J1924+1628,J1924+1628,19:24,+16:28,*,2.666027,*,*,*,542.90,30.00,*,*,*,0.09,*,*,*
2200,J1924+1631,J1924+1631,19:24:54.8,+16:31:48.8,54690.00,0.340694,-4.227e-14,*,54690.00,518.50,28.35,27.200,*,*,0.09,*,*,*
2201,J1924+1639,J1924+1639,19:24:03.1,+16:39:40.7,53720.00,6.327395,-1.026e-13,*,53720.00,208.00,9.13,7.200,*,*,0.21,*,*,*
2202,J1924+17,J1924+17,19:24,+17:00,*,1.318513,*,*,*,527.40,30.00,*,*,*,*,*,*,*
2203,B1922+20,J1924+2040,19:24:40,+20:40:03,43957.49,4.205389,-3.696e-14,*,43957.49,213.00,10.75,16.000,28.000,4.00,*,*,*,*
2204,J1925-16,J1925-16,19:25:06,-16:01:00,*,0.257347,*,*,*,88.00,7.00,10.000,*,*,*,*,RRAT,*
2205,J1925+1721,J1925+1721,19:25,+17:21,*,13.217024,*,*,*,223.70,9.61,*,*,*,0.09,*,*,*
2206,J1925+19,J1925+19,19:25:26,+19:04,54346.00,0.521825,*,*,54346.00,328.00,16.42,*,130.200,*,*,*,*,*
2207,B1923+04,J1926+0431,19:26:24.4,+04:31:31.6,48716.00,0.931031,-2.131e-15,1.400e-26,48716.00,102.24,3.95,15.800,30.900,22.00,*,-2.70,*,1
2208,J1926+0737,J1926+0737,19:26:33.7,+07:37:07.2,54833.60,3.144041,-3.707e-15,*,54833.60,159.00,5.61,25.400,*,*,0.11,*,*,*
2209,J1926-1314,J1926-1314,19:26:53.8,-13:14:03.8,55791.00,0.205580,-1.540e-15,*,55791.00,40.83,2.09,*,*,*,*,*,*,*
2210,B1924+14,J1926+1434,19:26:57.2,+14:34:55.3,48717.00,0.754761,-1.250e-16,5.000e-28,48717.00,211.41,8.02,16.000,65.400,9.00,0.48,*,*,*
2211,J1926+1613,J1926+1613,19:26,+16:13,*,3.243594,*,*,*,32.90,1.70,*,*,*,*,*,*,*
2212,B1924+16,J1926+1648,19:26:45.3,+16:48:32.7,49857.00,1.724665,-5.352e-14,4.100e-26,49857.00,176.88,6.00,14.600,25.600,8.00,1.30,-1.50,*,*
2213,B1924+19,J1926+1928,19:26:22.8,+19:28:11.7,51600.00,0.742935,-7.893e-16,*,51600.00,445.00,30.00,54.000,88.000,0.80,*,*,*,*
2214,J1926+2016,J1926+2016,19:26:18.0,+20:16:01.1,53595.00,3.343679,-3.914e-14,*,53595.00,247.00,11.85,9.700,*,*,0.12,*,*,*
2215,J1927+0911,J1927+0911,19:27:25.6,+09:11:05.7,53454.00,3.444650,-7.540e-16,*,53454.00,202.70,7.19,3.700,*,*,0.16,*,*,*
2216,B1925+18,J1927+1852,19:27:10.4,+18:52:08.5,51600.00,2.071396,-4.977e-16,*,51600.00,254.00,10.28,32.000,52.000,3.40,0.44,*,*,*
2217,B1925+188,J1927+1856,19:27:24.9,+18:56:36.8,51600.00,3.352178,-2.520e-14,*,51600.00,99.00,4.81,9.000,43.000,2.20,0.39,*,*,*
2218,B1925+22,J1927+2234,19:27:08.0,+22:34:57.3,42830.50,0.698780,-3.765e-16,*,42830.50,180.00,9.30,40.000,130.000,6.00,*,*,*,*
2219,J1928+15,J1928+15,19:28:20,+15:13,*,2.481390,*,*,*,242.00,9.87,5.000,*,*,*,*,RRAT,*
2220,J1928+1746,J1928+1746,19:28:42.5,+17:46:29.6,54770.00,14.549601,-2.792e-12,*,54770.00,176.68,8.12,3.400,*,*,0.28,*,*,*
2221,J1928+1923,J1928+1923,19:28:05.1,+19:23:31.3,53640.00,1.223496,-9.505e-15,*,53640.00,476.00,30.00,30.900,*,*,0.64,*,*,*
2222,J1929+00,J1929+00,19:29:28,+00:26,*,0.856971,*,*,*,33.00,1.74,*,*,*,*,*,*,*
2223,J1929+16,J1929+16,19:29:18,+16:21,53480.00,1.887929,*,*,53480.00,12.00,0.63,20.600,*,*,*,*,*,*
2224,B1926+18,J1929+1844,19:29:16.7,+18:44:59.5,51600.00,0.819356,-1.584e-15,*,51600.00,112.00,5.34,25.000,49.000,1.70,*,*,*,*
2225,J1929+19,J1929+19,19:29:32,+19:05,53363.00,2.947979,*,*,53363.00,527.00,30.00,38.400,*,*,*,*,*,*
2226,J1929+1955,J1929+1955,19:29:17.5,+19:55:07.9,53595.00,3.878495,-3.844e-14,*,53595.00,281.00,12.08,10.200,*,*,0.42,*,*,*
2227,J1929+2121,J1929+2121,19:29:04.2,+21:21:22.6,53635.00,1.381982,-4.084e-15,*,53635.00,66.00,3.36,15.000,*,*,0.23,*,*,*
2228,J1929+62,J1929+62,19:29,+62:16,*,0.686811,*,*,*,67.70,5.24,*,*,1.40,*,*,*,*
2229,B1927+13,J1930+1316,19:30:00.9,+13:16:11.1,42828.50,1.315734,-6.338e-15,*,42828.50,207.30,8.28,17.000,*,5.00,0.18,*,*,*
2230,J1930+14,J1930+14,19:30,+14:00,*,2.349017,*,*,*,209.20,8.85,*,*,*,0.04,*,*,*
2231,J1930+17,J1930+17,19:30:44,+17:25,53443.00,0.621238,*,*,53443.00,201.00,9.20,68.600,*,*,0.12,*,*,*
2232,J1930-1852,J1930-1852,19:30:29.7,-18:51:46.2,56513.00,5.390250,-5.230e-16,*,56513.00,42.85,2.34,*,*,*,*,*,*,*
2233,J1930+1852,J1930+1852,19:30:30.1,+18:52:14.1,52280.00,7.307001,-4.007e-11,*,52280.00,308.00,7.00,15.000,*,*,0.06,*,HE,*
2234,J1931+1440,J1931+1440,19:31,+14:40,*,0.562041,*,*,*,239.30,10.31,*,*,*,0.12,*,*,*
2235,B1929+15,J1931+1536,19:31:55.7,+15:36:57.5,51600.00,3.181113,-5.075e-14,*,51600.00,140.00,6.41,11.000,27.000,1.20,0.36,*,*,*
2236,J1931+1952,J1931+1952,19:31:55.8,+19:52:11.5,53560.00,1.995518,-4.014e-16,*,53560.00,441.00,22.62,13.000,*,*,0.13,*,*,*
2237,J1931+30,J1931+30,19:31:28,+30:35,*,1.717841,*,*,*,56.00,3.03,*,*,*,*,*,*,*
2238,B1929+10,J1932+1059,19:32:13.9,+10:59:32.4,51544.00,4.414667,-2.256e-14,1.500e-26,46523.00,3.18,0.31,7.400,14.000,303.00,36.00,-1.70,HE[yhh94],*
2239,J1932+17,J1932+17,19:32,+17:00,*,23.912004,*,*,*,53.20,2.70,*,*,*,*,*,*,*
2240,J1932+1916,J1932+1916,19:32:19.7,+19:16:39,55214.00,4.802730,-2.149e-12,-3.000e-24,55214.00,*,*,*,*,*,0.00,*,NRAD,*
2241,B1929+20,J1932+2020,19:32:08.0,+20:20:46.4,49887.00,3.728319,-5.862e-14,-1.570e-25,49887.00,211.15,5.00,18.400,40.000,29.00,1.20,-2.50,*,*
2242,B1930+22,J1932+2220,19:32:22.7,+22:20:51.5,51418.00,6.921864,-2.758e-12,4.390e-23,51418.00,219.20,10.90,5.700,9.200,7.80,1.20,-1.40,*,3
2243,J1932-3655,J1932-3655,19:32:06.1,-36:55:02.1,49542.52,1.750025,-8.698e-16,*,49542.52,59.88,4.41,11.000,28.000,9.00,*,*,*,*
2244,J1933+0758,J1933+0758,19:33:19.4,+07:58:07.0,53048.00,2.285953,-1.141e-15,*,53048.00,165.02,8.33,6.800,14.600,0.34,*,*,*,*
2245,B1930+13,J1933+1304,19:33:22.5,+13:04:49.9,51600.00,1.077210,-3.692e-16,*,51600.00,177.90,8.10,29.000,37.000,2.00,0.42,*,*,*
2246,J1933+1726,J1933+1726,19:33,+17:26,*,46.490005,*,*,*,156.60,7.41,*,*,*,0.04,*,*,*
