,Name,PSRJ,RAJ,DECJ,POSEPOCH,F0,F1,F2,PEPOCH,DM,DIST,W50,W10,S400,S1400,SPINDX,PSRTYPE,NGLT
1240,J1723-2837,J1723-2837,17:23:23.1,-28:37:57.1,55667.00,538.870683,-2.190e-15,*,55667.00,19.69,1.00,0.200,*,*,1.10,*,*,*
1241,J1723-2852,J1723-2852,17:23:58.2,-28:52:51,54948.60,1.599913,-2.304e-15,*,54948.60,172.00,4.63,50.000,*,*,0.13,*,*,*
1242,J1723-3659,J1723-3659,17:23:07.5,-36:59:13.9,51118.00,4.932865,-1.948e-13,*,51118.00,254.20,4.28,7.800,35.000,*,1.50,-0.80,*,*
1243,J1723-38,J1723-38,17:23,-38:20,*,1.305831,*,*,*,472.00,7.00,13.700,35.000,*,0.08,*,*,*
1244,J1724-3149,J1724-3149,17:24:44.8,-31:49:04,51995.00,1.054589,-8.060e-15,*,51995.00,409.00,10.50,32.000,*,*,0.36,*,*,*
1245,J1724-35,J1724-35,17:24:43,-35:49,54776.00,0.703240,*,*,54776.00,554.90,6.61,5.900,*,*,*,*,RRAT,*
1246,J1724-3505,J1724-3505,17:24:47.8,-35:05:36,51074.00,0.818526,-1.414e-14,*,51074.00,875.00,12.01,24.000,*,*,0.24,*,*,*
1247,J1724-4500,J1724-4500,17:24:25.8,-45:00:15,53255.00,0.763878,-2.050e-15,*,53255.00,182.00,6.26,28.000,*,*,0.05,*,*,*
1248,J1725-0732,J1725-0732,17:25:12.2,-07:32:59.2,52820.58,4.168065,-7.463e-15,*,52820.58,58.91,3.43,*,*,*,0.11,*,*,*
1249,J1725-2852,J1725-2852,17:25:09.9,-28:52:22,52197.00,0.795047,-1.260e-15,*,52197.00,161.00,4.09,38.000,*,*,0.25,*,*,*
1250,J1725-3546,J1725-3546,17:25:42.2,-35:46:16,51074.00,0.968550,-1.407e-14,*,51074.00,744.00,10.20,33.000,*,*,0.61,*,*,*
1251,J1725-3848,J1725-3848,17:25:00.1,-38:48:36,51399.00,0.484875,-5.407e-15,*,51399.00,230.00,4.49,32.000,*,*,0.14,*,*,*
1252,J1725-3853,J1725-3853,17:25:27.2,-38:53:04.2,55846.00,208.688856,-2.178e-15,*,55846.00,158.20,3.44,0.865,*,*,*,*,*,*
1253,J1725-4043,J1725-4043,17:25:41.4,-40:43:11,51728.00,0.682561,-1.300e-15,*,51728.00,203.00,4.80,50.000,99.000,*,0.34,*,*,*
1254,J1726-00,J1726-00,17:26:23,-00:15,56359.00,0.764175,*,*,56359.00,57.00,5.49,*,*,*,*,*,*,*
1255,J1726-31,J1726-31,17:26:36,-31:57,51026.40,8.099122,*,*,51026.40,264.40,4.82,*,*,*,0.40,*,*,*
1256,J1726-3530,J1726-3530,17:26:07.5,-35:29:58,51522.00,0.900793,-9.873e-13,*,51522.00,727.00,9.97,55.000,*,*,0.30,*,*,*
1257,J1726-3635,J1726-3635,17:26:49.6,-36:35:45.6,51111.00,3.479089,-1.743e-14,*,51111.00,539.20,7.36,7.800,66.000,*,0.29,*,*,*
1258,J1726-4006,J1726-4006,17:26:33.3,-40:06:02,52475.00,1.132787,-4.270e-15,*,52475.00,277.00,6.19,20.000,*,*,0.21,*,*,*
1259,J1727-2739,J1727-2739,17:27:30.9,-27:39:00.5,52263.00,0.773335,-6.580e-16,*,52263.00,147.00,3.75,90.000,*,*,1.60,*,*,*
1260,J1727-29,J1727-29,17:27:19,-29:59,*,*,*,*,*,93.00,2.39,7.200,*,*,*,*,RRAT,*
1261,J1727-2946,J1727-2946,17:27:15.0,-29:46:36.7,54723.00,36.923282,-3.358e-16,*,54723.00,60.74,1.62,1.800,*,*,0.25,*,*,*
1262,B1726-00,J1728-0007,17:28:34.8,-00:07:45.0,50089.00,2.590649,-7.535e-15,-1.190e-26,50089.00,41.09,2.44,14.400,27.400,11.00,*,-2.30,*,*
1263,J1728-3733,J1728-3733,17:28:46.2,-37:33:08,51112.00,1.624594,-1.900e-16,*,51112.00,281.50,4.94,8.100,18.000,*,0.19,*,*,*
1264,J1728-4028,J1728-4028,17:28:27.6,-40:28:10,52077.00,1.154278,-3.100e-16,*,52077.00,231.00,5.51,100.000,*,*,0.69,*,*,*
1265,J1729-2117,J1729-2117,17:29:10.8,-21:17:28,55505.00,15.084572,-3.914e-17,*,55505.00,34.49,1.42,*,*,*,0.20,*,*,*
1266,J1730-2304,J1730-2304,17:30:21.6,-23:04:31.1,54500.00,123.110287,-3.059e-16,*,54500.00,9.62,0.62,0.965,1.740,43.00,3.90,-1.70,HE[lsg+15],*
1267,J1730-2900,J1730-2900,17:30:08.2,-29:00:46,53128.00,0.650015,-3.740e-15,*,53128.00,289.00,6.85,23.000,*,*,0.13,*,*,*
1268,B1727-33,J1730-3350,17:30:32.5,-33:50:39.4,50198.00,7.170504,-4.362e-12,6.190e-23,50198.00,259.00,4.26,8.600,22.000,9.20,3.20,*,*,2
1269,J1730-3353,J1730-3353,17:30:55.5,-33:53:38,51672.00,0.305788,-2.053e-15,*,51672.00,256.00,4.23,54.000,*,*,0.38,*,*,*
1270,J1730-34,J1730-34,17:30:06,-34:48,*,10.017073,*,*,*,628.00,8.41,25.900,51.700,*,0.03,*,*,*
1271,J1731-1847,J1731-1847,17:31:17.6,-18:47:32.6,55215.10,426.519344,-4.622e-15,*,55215.10,106.47,4.03,0.130,0.180,*,0.37,*,*,*
1272,J1731-3123,J1731-3123,17:31:00.5,-31:23:43,51702.00,1.327937,-2.960e-15,*,51702.00,354.00,5.32,19.000,*,*,0.29,*,*,*
1273,J1731-3322,J1731-3322,17:31:14.3,-33:22:45,56716.00,1.835972,-9.470e-14,*,56716.00,877.40,11.98,33.500,71.400,*,0.10,*,*,*
1274,B1727-47,J1731-4744,17:31:42.1,-47:44:34.5,50939.00,1.205068,-2.376e-13,5.600e-24,50939.00,123.33,4.98,20.000,32.000,190.00,12.00,*,*,3
1275,J1732-1930,J1732-1930,17:32:20.0,-19:30:09,51197.00,2.067098,-7.768e-16,5.800e-27,51197.00,72.43,2.21,16.000,23.000,11.00,0.30,*,*,*
1276,J1732-3131,J1732-3131,17:32:33.5,-31:31:23,54933.00,5.087941,-7.261e-13,*,54933.00,15.44,0.80,*,*,*,*,*,HE,*
1277,J1732-3426,J1732-3426,17:32:07.1,-34:26:05,52359.00,3.004025,-3.630e-15,*,52359.00,513.50,6.38,14.000,*,*,0.24,*,*,*
1278,J1732-35,J1732-35,17:32:30,-35:05,*,7.893283,*,*,*,340.00,5.00,6.600,14.100,*,0.13,*,*,*
1279,J1732-3729,J1732-3729,17:32:20.8,-37:29:05,51724.00,0.457875,-2.725e-16,*,51724.00,317.00,6.20,40.000,73.000,*,0.31,*,*,*
1280,B1729-41,J1732-4128,17:32:50.0,-41:28:48,43565.05,1.592406,-3.255e-14,*,43565.05,195.30,5.94,16.000,24.000,9.00,0.63,*,*,*
1281,J1732-4156,J1732-4156,17:32:48.8,-41:56:29.6,51911.00,3.091820,-6.320e-15,*,51911.00,228.70,8.78,21.000,*,*,0.22,*,*,*
1282,J1732-5049,J1732-5049,17:32:47.7,-50:49:00.1,54500.00,188.233512,-5.030e-16,*,54500.00,56.84,1.81,0.292,1.760,*,1.70,*,HE,*
1283,B1730-22,J1733-2228,17:33:26.4,-22:28:37,48712.00,1.147206,-5.620e-17,-2.200e-28,48712.00,41.14,1.49,60.000,84.300,25.00,2.30,-1.90,*,*
1284,J1733-2533,J1733-2533,17:33:25.8,-25:33:11,53070.00,1.515624,-4.823e-15,*,53070.00,242.00,7.78,36.000,*,*,0.10,*,*,*
1285,J1733-2837,J1733-2837,17:33:33.9,-28:37:33,53128.00,1.301771,-1.877e-15,*,53128.00,225.00,4.66,12.000,*,*,0.07,*,*,*
1286,J1733-3030,J1733-3030,17:33:58.8,-30:30:49,51914.00,2.762034,-1.258e-14,*,51914.00,636.00,14.18,16.000,*,*,0.20,*,*,*
1287,J1733-3322,J1733-3322,17:33:55.2,-33:22:03,51250.00,0.802623,-2.643e-15,*,51250.00,524.00,6.30,34.300,*,*,0.80,*,*,*
1288,B1730-37,J1733-3716,17:33:26.7,-37:16:54.6,48378.60,2.962210,-1.320e-13,*,48378.60,153.50,3.44,6.200,55.000,*,3.40,*,*,*
1289,J1733-4005,J1733-4005,17:33:58.6,-40:05:39.7,52385.00,1.780062,-1.148e-14,*,52385.00,317.80,13.95,14.000,23.000,*,0.49,*,*,*
1290,J1733-5515,J1733-5515,17:33:00.4,-55:15:40,55194.00,0.988891,-3.912e-16,*,55194.00,83.90,4.11,*,*,*,*,*,*,*
1291,B1732-02,J1734-0212,17:34:45.6,-02:12:39.1,49699.00,1.191335,-5.975e-16,3.200e-27,49699.00,65.05,5.36,9.600,41.700,5.70,*,*,*,*
1292,J1734-2415,J1734-2415,17:34:41.6,-24:15:20,53164.00,1.632590,-2.800e-15,*,53164.00,126.30,3.48,*,*,*,0.29,*,*,*
1293,J1734-3058,J1734-3058,17:34:50.8,-30:58:41.4,56400.00,1.847453,-5.529e-17,*,56400.00,260.00,4.37,10.700,22.600,*,0.11,*,*,*
1294,J1734-3333,J1734-3333,17:34:26.9,-33:33:20,53145.00,0.855183,-1.667e-12,2.800e-24,53145.00,578.00,7.40,500.000,*,*,0.50,*,HE[oklk10],*
1295,J1735-0243,J1735-0243,17:35:48.1,-02:43:48,54827.00,1.277324,-1.031e-15,*,54827.00,55.40,3.25,102.000,*,*,*,*,*,*
1296,B1732-07,J1735-0724,17:35:04.9,-07:24:52.4,49887.00,2.384728,-6.908e-15,4.700e-27,49887.00,73.51,4.32,7.400,19.500,18.00,1.70,-1.80,*,*
1297,J1735-3258,J1735-3258,17:35:56.9,-32:58:19,51573.00,2.849301,-2.117e-13,*,51573.00,754.00,11.14,187.500,*,*,0.46,*,*,*
1298,J1736+05,J1736+05,17:36:54,+05:48,*,1.000756,*,*,*,42.00,2.81,*,*,*,*,*,*,*
1299,J1736-2457,J1736-2457,17:36:45.4,-24:57:50,53095.00,0.378469,-4.910e-16,*,53095.00,170.00,4.34,60.000,*,*,0.52,*,*,*
1300,J1736-2819,J1736-2819,17:36:24.7,-28:19:42,51716.00,0.627975,-5.884e-15,*,51716.00,261.00,4.86,21.000,*,*,0.16,*,*,*
1301,J1736-2843,J1736-2843,17:36:42.5,-28:43:51,52344.00,0.155158,-7.220e-16,*,52344.00,331.00,5.47,145.000,*,*,0.43,*,*,*
1302,J1736-3511,J1736-3511,17:36:02.7,-35:11:56,51386.00,1.988851,-6.210e-15,*,51386.00,106.00,2.72,15.000,*,*,0.18,*,*,*
1303,J1737-0811,J1737-0811,17:37:47.1,-08:11:08.8,54987.00,239.519965,-4.549e-16,*,54987.00,55.31,2.38,0.520,*,*,*,*,*,*
1304,J1737-3102,J1737-3102,17:37:33.7,-31:02:00.5,51112.00,1.300945,-6.319e-14,*,51112.00,280.00,4.44,15.000,36.000,*,0.60,*,*,*
1305,J1737-3137,J1737-3137,17:37:04.2,-31:37:21,51234.00,2.220089,-6.839e-13,7.200e-24,51234.00,488.20,5.88,16.400,*,*,0.80,*,*,3
1306,J1737-3320,J1737-3320,17:37:10.5,-33:20:20,51887.00,1.225080,-3.378e-15,*,51887.00,804.00,14.08,42.000,*,*,0.35,*,*,*
1307,B1734-35,J1737-3555,17:37:40.0,-35:55:43.8,48378.60,2.515187,-3.872e-14,*,48378.60,89.41,2.25,6.900,16.000,*,0.74,-1.60,*,*
1308,J1738+0333,J1738+0333,17:38:53.9,+03:33:10.8,54600.00,170.937370,-7.048e-16,*,54600.00,33.77,1.47,0.430,1.440,*,*,*,*,*
1309,J1738-2330,J1738-2330,17:38:08.8,-23:30:47,53206.00,0.505345,-2.186e-15,*,53206.00,99.30,2.79,*,*,*,0.48,*,*,*
1310,J1738-2647,J1738-2647,17:38:05.0,-26:47:46,52359.00,2.860486,-2.580e-14,*,52359.00,182.20,3.88,12.000,*,*,0.44,*,*,*
1311,J1738-2736,J1738-2736,17:38:14.6,-27:36:25.8,56315.00,1.593078,-1.174e-14,*,56315.00,323.60,5.91,13.700,23.700,*,0.17,*,*,*
1312,J1738-2955,J1738-2955,17:38:52.2,-29:55:51,51528.00,2.255310,-4.164e-13,3.400e-24,51528.00,223.40,3.91,23.400,62.000,*,0.29,*,*,*
1313,J1738-3107,J1738-3107,17:38:47.4,-31:07:44,52333.00,1.819844,-9.800e-16,*,52333.00,735.00,10.76,34.000,*,*,0.26,*,*,*
1314,B1735-32,J1738-3211,17:38:54.1,-32:11:53.6,49595.00,1.301238,-1.346e-15,3.700e-28,49595.00,49.59,1.48,12.000,26.000,2.90,2.80,-0.80,*,*
1315,J1738-3316,J1738-3316,17:38:34.4,-33:16:01.6,51702.00,1.369164,-1.660e-16,*,51702.00,273.00,4.55,91.000,*,*,0.55,*,*,*
1316,J1739+0612,J1739+0612,17:39:17.9,+06:12:28.4,53000.00,4.270419,-2.852e-15,*,53000.00,101.50,5.44,7.500,16.500,*,*,*,*,*
1317,J1739-1313,J1739-1313,17:39:57.8,-13:13:18.6,51500.00,0.822573,-5.528e-17,*,51500.00,58.20,2.02,8.200,18.000,*,*,*,*,*
1318,B1736-29,J1739-2903,17:39:34.2,-29:03:03.5,49448.00,3.097103,-7.558e-14,6.300e-26,49448.00,138.56,3.19,6.700,14.900,*,2.00,*,*,1
1319,J1739-3023,J1739-3023,17:39:39.8,-30:23:12,51497.00,8.743710,-8.717e-13,4.500e-24,51497.00,170.00,3.41,6.100,11.000,*,1.00,-1.20,HE[lsg+15],*
1320,J1739-3049,J1739-3049,17:39:23.2,-30:49:40,51116.00,4.178555,-3.803e-14,*,51116.00,573.20,6.97,18.800,*,*,0.50,*,*,*
1321,B1736-31,J1739-3131,17:39:24.3,-31:31:15.3,49138.00,1.888785,-6.630e-14,-3.000e-25,49138.00,600.10,7.68,22.000,63.000,*,4.90,-0.90,*,*
1322,J1739-3159,J1739-3159,17:39:48.6,-31:59:49,51158.00,1.139522,-2.560e-16,*,51158.00,337.00,4.85,53.500,*,*,1.00,*,*,*
1323,J1739-3951,J1739-3951,17:39:38.2,-39:52:00.3,52897.00,2.925923,-1.700e-16,*,52897.00,24.60,1.13,9.400,*,*,0.12,*,*,*
1324,J1740+1000,J1740+1000,17:40:25.9,+10:00:06.3,51662.00,6.489833,-9.041e-13,*,51662.00,23.85,1.36,*,*,3.10,9.20,0.90,*,1
1325,B1737+13,J1740+1311,17:40:07.3,+13:11:56.6,48262.00,1.245252,-2.250e-15,1.660e-26,48262.00,48.67,4.77,32.700,44.600,24.00,3.90,-1.40,*,*
1326,J1740-2540,J1740-2540,17:40:45.3,-25:40:19,52162.00,0.590787,-6.460e-16,*,52162.00,333.00,8.26,30.000,*,*,0.16,*,*,*
1327,B1737-30,J1740-3015,17:40:33.8,-30:15:43.5,54780.00,1.647754,-1.266e-12,*,54780.00,152.15,0.40,5.200,12.000,24.60,6.40,-0.70,*,31
1328,J1740-3052,J1740-3052,17:40:50.0,-30:52:04.3,53191.00,1.753422,-7.841e-14,*,53191.00,738.78,10.84,8.900,27.000,*,0.70,*,*,*
1329,J1740-3327,J1740-3327,17:40:25.7,-33:27:53.5,52189.00,1.941745,-1.470e-14,*,52189.00,274.10,4.72,11.000,23.000,*,0.30,*,*,*
1330,J1740-5340A,J1740-5340A,17:40:44.5,-53:40:40.9,51917.00,273.947918,-1.261e-14,*,51917.00,71.80,2.20,*,*,*,*,*,*,*
1331,B1738-08,J1741-0840,17:41:22.5,-08:40:31.8,48714.00,0.489457,-5.449e-16,4.400e-29,48714.00,74.90,3.50,77.600,114.400,29.00,1.40,-2.50,*,*
1332,J1741+1351,J1741+1351,17:41:31.1,+13:51:44.1,55818.00,266.869167,-2.152e-15,*,55818.00,24.20,1.08,0.160,0.320,*,0.93,*,HE[egc+13],*
1333,J1741-2019,J1741-2019,17:41:06.8,-20:19:24,51500.00,0.256114,-1.067e-15,*,51500.00,74.90,2.00,120.000,150.000,*,*,*,*,*
1334,J1741-2054,J1741-2054,17:41:57.2,-20:53:57,54933.00,2.417210,-9.923e-14,*,54933.00,4.70,0.30,*,*,*,0.16,*,HE,*
1335,J1741-2719,J1741-2719,17:41:35.0,-27:19:23,52836.00,2.883532,-6.700e-16,*,52836.00,361.90,5.74,14.000,*,*,0.20,*,*,*
1336,J1741-2733,J1741-2733,17:41:01.3,-27:33:51,51184.00,1.119873,-1.850e-16,*,51184.00,149.20,3.33,42.200,55.000,*,1.10,*,*,*
1337,J1741+2758,J1741+2758,17:41:53.5,+27:58:09.0,51318.00,0.734895,-9.943e-16,*,51797.00,29.30,2.06,7.000,40.000,3.00,*,*,*,*
1338,J1741-2945,J1741-2945,17:41:14.4,-29:45:35,51088.00,4.473116,-1.269e-14,*,51088.00,310.30,4.66,10.700,*,*,0.60,*,*,*
1339,J1741-3016,J1741-3016,17:41:07.0,-30:16:31,50959.00,0.528053,-2.508e-15,*,50959.00,382.00,5.02,39.800,111.000,*,2.30,*,*,*
1340,J1741-34,J1741-34,17:41:54,-34:19,*,1.142678,*,*,*,241.00,4.75,19.100,43.400,*,0.20,*,*,*
1341,B1737-39,J1741-3927,17:41:18.0,-39:27:38.0,52384.00,1.952319,-7.361e-15,*,51700.00,158.50,4.75,9.300,24.000,35.00,4.70,*,*,*
1342,J1742-3957,J1742-3957,17:42:04.4,-39:57:22,53124.00,0.983914,-7.900e-17,*,53124.00,186.00,6.40,66.000,*,*,0.14,*,*,*
1343,J1742-4616,J1742-4616,17:42:26.1,-46:16:53.5,51650.00,2.424824,-1.987e-16,*,51650.00,115.96,4.99,25.000,38.000,*,*,*,*,*
1344,B1740-03,J1743-0339,17:43:08.1,-03:39:11.5,50067.00,2.248985,-7.871e-15,1.500e-25,50067.00,30.26,1.59,6.500,22.000,3.10,0.50,-1.10,*,*
1345,B1740-13,J1743-1351,17:43:37.6,-13:51:38.0,49666.00,2.467083,-2.906e-15,-7.500e-26,49666.00,116.30,4.85,14.600,29.500,6.10,0.50,-2.00,*,*
1346,J1743-2442,J1743-2442,17:43:20.1,-24:42:55,52133.00,0.804824,-3.060e-16,*,52133.00,239.00,4.96,75.000,*,*,0.14,*,*,*
1347,B1740-31,J1743-3150,17:43:36.6,-31:50:21.7,50241.00,0.414151,-2.072e-14,-2.400e-26,50241.00,193.05,3.65,45.000,68.000,6.60,1.90,-0.90,*,1
1348,J1743-3153,J1743-3153,17:43:15.5,-31:53:05.3,51309.00,5.178519,-2.834e-13,7.300e-25,51309.00,505.70,8.03,11.300,*,*,0.50,*,*,*
1349,J1743-35,J1743-35,17:43:06,-35:32,*,1.754448,*,*,*,174.00,4.01,16.900,33.800,*,0.05,*,*,*
1350,J1743-4212,J1743-4212,17:43:05.2,-42:12:02.4,51650.00,3.266191,-8.357e-15,*,51650.00,131.94,4.67,7.300,16.000,*,*,*,*,*
1351,J1744-1134,J1744-1134,17:44:29.4,-11:34:54.6,54500.00,245.426120,-5.382e-16,*,54500.00,3.14,0.40,0.137,0.250,18.00,3.10,-1.80,HE[aaa+09f],*
1352,J1744-1610,J1744-1610,17:44:16.5,-16:10:35.8,51500.00,0.569085,-7.697e-16,*,51500.00,66.67,1.99,36.000,50.000,*,*,*,*,*
1353,J1744-2335,J1744-2335,17:44:48.4,-23:35:55,49390.50,0.593998,-2.938e-16,*,49390.50,96.66,2.45,26.000,59.000,16.00,0.20,*,*,*
1354,J1744-3130,J1744-3130,17:44:05.6,-31:30:04,50975.00,0.938033,-1.867e-14,*,50975.00,192.90,3.64,16.000,29.000,*,0.70,-1.10,*,*
1355,J1744-3922,J1744-3922,17:44:02.6,-39:22:21.1,52530.00,5.798972,-5.212e-17,*,52530.00,148.10,4.60,3.400,*,*,0.11,*,*,*
1356,J1744-5337,J1744-5337,17:44:38.9,-53:37:51,55000.00,2.811628,-1.502e-15,*,55000.00,113.00,8.16,*,*,*,*,*,*,*
1357,J1745-0129,J1745-0129,17:45:02.0,-01:29:18.1,51650.00,0.956565,-5.774e-16,*,51650.00,90.10,7.26,7.000,24.000,*,*,*,*,*
1358,J1745-0952,J1745-0952,17:45:09.1,-09:52:39.6,53200.00,51.609431,-2.463e-16,*,53200.00,64.47,2.38,1.800,10.000,1.80,0.38,-1.14,*,*
1359,J1745+1017,J1745+1017,17:45:33.8,+10:17:52.5,55400.00,377.055470,-3.880e-16,*,55400.00,23.97,1.36,*,*,*,*,*,HE,*
1360,J1745-2229,J1745-2229,17:45:16.7,-22:29:14,52242.00,0.861629,-2.121e-15,*,52242.00,299.00,9.30,14.000,*,*,0.13,*,*,*
1361,J1745-2900,J1745-2900,17:45:40.1,-29:00:29.8,56899.00,0.265694,-1.240e-12,-1.047e-19,56587.00,1778.00,8.30,*,*,*,*,-0.40,"AXP,HE",*
1362,J1745-2910,J1745-2910,17:45:16,-29:10,54620.26,1.018330,*,*,54620.26,1088.00,15.23,54.000,*,*,*,*,*,*
1363,J1745-2912,J1745-2912,17:45:50,-29:12,53609.30,5.336766,*,*,53609.30,1130.00,18.53,*,*,*,*,*,*,*
1364,B1742-30,J1745-3040,17:45:56.3,-30:40:23.5,52384.00,2.721616,-7.902e-14,-8.300e-26,49890.00,88.37,0.20,7.800,23.000,66.00,13.00,-1.20,*,*
1365,J1745-3812,J1745-3812,17:45:15.4,-38:12:07.3,55330.00,1.431941,-4.974e-15,*,55330.00,160.80,4.82,*,*,*,*,*,*,*
1366,J1746+2245,J1746+2245,17:46:00.8,+22:45:28.9,52765.00,0.288597,-4.097e-16,*,52765.00,52.00,4.32,34.000,125.000,1.26,*,*,*,*
1367,J1746+2540,J1746+2540,17:46:06.8,+25:40:37.5,51796.00,0.945047,-9.351e-16,*,51796.00,51.50,4.16,24.000,33.000,1.20,*,*,*,*
1368,J1746-27,J1746-27,17:46,-27:51,*,2.051166,*,*,*,422.00,5.35,29.900,42.600,*,0.15,*,*,*
1369,J1746-2849,J1746-2849,17:46:03.7,-28:49:19,54620.26,0.676370,-5.810e-15,*,54620.26,1456.00,30.00,31.000,*,*,0.40,-1.10,*,*
1370,J1746-2850,J1746-2850,17:46:06.6,-28:50:42,54620.26,0.928418,-1.158e-12,*,54620.26,962.70,12.86,45.000,*,*,0.80,-0.30,*,*
1371,J1746-2856,J1746-2856,17:46:49.5,-28:56:31.0,53704.51,1.057950,-1.399e-14,*,53704.51,1168.00,21.77,*,*,*,*,*,*,*
1372,J1746-3239,J1746-3239,17:46:54.9,-32:39:55.8,*,5.011492,-1.648e-13,*,*,*,*,*,*,*,*,*,NRAD,*
1373,J1747-1030,J1747-1030,17:47:58.3,-10:30:05,55509.00,0.633395,-1.725e-16,*,55509.00,128.00,7.27,*,*,*,*,*,*,*
1374,J1747-2647,J1747-2647,17:47:30.8,-26:47:14,54311.00,1.998983,-5.291e-14,*,54311.00,570.00,8.44,66.000,*,*,1.54,*,*,*
1375,J1747-2802,J1747-2802,17:47:26.5,-28:02:37,51312.00,0.359702,-3.060e-16,*,51312.00,835.00,11.78,27.300,*,*,0.50,*,*,*
1376,J1747-2809,J1747-2809,17:47:22.8,-28:09:15.0,54901.50,19.174406,-5.720e-11,*,54901.50,1133.00,17.55,*,*,*,*,*,*,*
1377,J1747-2958,J1747-2958,17:47:15.8,-29:58:01.0,52613.00,10.120026,-6.280e-12,9.100e-23,52613.00,101.50,2.49,7.000,*,*,0.25,*,*,*
1378,J1747-4036,J1747-4036,17:47:48.7,-40:36:54.7,56281.00,607.677539,-4.851e-15,*,55520.00,152.98,5.81,*,*,*,0.90,*,HE,*
1379,B1745-12,J1748-1300,17:48:17.4,-13:00:52.0,50021.00,2.537212,-7.807e-15,-4.140e-26,50021.00,99.36,3.64,12.300,21.900,23.00,2.00,-2.00,*,*
1380,B1745-20A,J1748-2021A,17:48:52.6,-20:21:39.7,54000.00,3.464970,-4.794e-15,8.200e-26,54000.00,219.40,8.24,87.000,*,10.00,0.37,*,*,*
1381,J1748-2021B,J1748-2021B,17:48:52.9,-20:21:38.8,54000.00,59.665418,1.172e-15,*,54000.00,220.92,8.24,*,*,*,*,*,*,*
1382,J1748-2021C,J1748-2021C,17:48:51.1,-20:21:53.8,54000.00,160.592710,1.543e-15,*,54000.00,226.95,8.24,*,*,*,*,*,*,*
1383,J1748-2021D,J1748-2021D,17:48:51.6,-20:21:07.4,54000.00,74.097014,-3.222e-15,*,54000.00,224.98,8.24,*,*,*,*,*,*,*
1384,J1748-2021E,J1748-2021E,17:48:52.8,-20:21:29.3,54000.00,61.485477,-1.181e-15,*,54000.00,224.10,8.24,*,*,*,*,*,*,*
1385,J1748-2021F,J1748-2021F,17:48:52.3,-20:21:39.3,54000.00,263.599833,7.330e-16,*,54000.00,220.43,8.24,*,*,*,*,*,*,*
1386,J1748-2444,J1748-2444,17:48:48.5,-24:44:37,50477.00,2.258160,-5.676e-16,-1.900e-27,50477.00,207.33,3.89,5.200,*,*,0.34,*,*,*
1387,B1744-24A,J1748-2446A,17:48:02.2,-24:46:36.9,48270.00,86.481637,2.543e-16,*,48270.00,242.15,5.50,0.800,1.300,*,0.61,*,*,*
1388,J1748-2446aa,J1748-2446aa,17:48:04.8,-24:46:45,*,172.770057,*,*,*,237.42,5.50,*,*,*,*,*,*,*
1389,J1748-2446ab,J1748-2446ab,17:48:04.8,-24:46:45,*,195.323563,*,*,*,238.34,5.50,*,*,*,*,*,*,*
1390,J1748-2446ac,J1748-2446ac,17:48:04.8,-24:46:45,*,196.582994,*,*,*,238.72,5.50,*,*,*,*,*,*,*
1391,J1748-2446ad,J1748-2446ad,17:48:04.8,-24:46:45,53500.00,716.355562,-0.000e+00,*,53500.00,235.60,5.50,*,*,*,*,*,*,*
1392,J1748-2446ae,J1748-2446ae,17:48:04.8,-24:46:45,*,273.329343,*,*,*,238.75,4.41,*,*,*,*,*,*,*
1393,J1748-2446af,J1748-2446af,17:48:04.8,-24:46:45,*,302.632296,*,*,*,237.34,5.50,*,*,*,*,*,*,*
1394,J1748-2446ag,J1748-2446ag,17:48:04.8,-24:46:45,*,224.818628,*,*,*,237.75,5.50,*,*,*,*,*,*,*
1395,J1748-2446ah,J1748-2446ah,17:48:04.8,-24:46:45,*,201.403784,*,*,*,237.75,5.50,*,*,*,*,*,*,*
1396,J1748-2446ai,J1748-2446ai,17:48:04.8,-24:46:45,*,47.106750,*,*,*,233.90,5.50,*,*,*,*,*,*,*
1397,J1748-2446C,J1748-2446C,17:48:04.5,-24:46:36,50958.00,118.538253,8.515e-15,*,50958.00,237.00,5.50,2.000,*,*,*,*,*,*
1398,J1748-2446D,J1748-2446D,17:48:04.8,-24:46:45,53203.00,212.134969,*,*,53203.00,243.83,8.70,*,*,*,*,*,*,*
1399,J1748-2446E,J1748-2446E,17:48:04.8,-24:46:45,53203.00,455.000455,*,*,53203.00,236.84,5.50,*,*,*,*,*,*,*
1400,J1748-2446F,J1748-2446F,17:48:04.8,-24:46:45,53203.00,180.500854,*,*,53203.00,239.18,5.50,*,*,*,*,*,*,*
1401,J1748-2446G,J1748-2446G,17:48:04.8,-24:46:45,53203.00,46.142765,*,*,53203.00,237.57,5.50,*,*,*,*,*,*,*
1402,J1748-2446H,J1748-2446H,17:48:04.8,-24:46:45,53203.00,203.008999,*,*,53203.00,238.13,5.50,*,*,*,*,*,*,*
1403,J1748-2446I,J1748-2446I,17:48:04.8,-24:46:45,53203.00,104.491133,*,*,53203.00,238.73,5.50,*,*,*,*,*,*,*
1404,J1748-2446J,J1748-2446J,17:48:04.8,-24:46:45,53203.00,12.447421,*,*,53203.00,234.35,5.50,*,*,*,*,*,*,*
1405,J1748-2446K,J1748-2446K,17:48:04.8,-24:46:45,53203.00,336.740020,*,*,53203.00,234.81,5.50,*,*,*,*,*,*,*
